# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (m/s),Total acceleration (G),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (mm),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
7.2819,806.91,75.204,-1.2803,75.562,1.2803,59.193,0.014613,59.193,0.014145,7.355,0.010293,40,-99.999,0.99877,1.0089,-6.3657e-5,2.3993,0.045612,266.5,0,0.0068303,3.4151e-5,311.55,272.29,1.4541,0.22994,2140421,0,0.71867,0.44178,0.44313,0.31249,0.0024234,0.12687,0.097944,0.14259,-3.2886e-4,0,0,0,0,3.0903e-5,8.6367e-4,27,5.7256e-4,79.805,0.040473,NaN,0.0050965,765.41,331.3,0.05,0.057607
7.3319,810.65,74.578,-1.2728,74.94,1.2728,59.561,0.014794,59.561,0.014232,7.3574,0.0019593,40,-99.999,0.99877,0.79881,-6.4695e-5,4.7569,0.057976,266.5,0,0.0068303,3.4151e-5,312.13,272.29,1.4758,0.22806,2122115,0,0.70563,0.44167,0.44252,0.31251,0.0023974,0.12676,0.076354,0.11254,-3.1145e-4,0,0,0,0,1.2349e-4,8.566e-4,27,5.7256e-4,79.986,0.049765,NaN,-0.019243,765.05,331.29,0.05,0.05779
7.3819,814.37,73.955,-1.2669,74.32,1.2669,59.929,0.014984,59.929,0.014326,7.3545,0.0055842,40,-99.999,0.99877,0.71413,-6.43e-5,6.5648,0.065573,266.5,0,0.0068303,3.4151e-5,312.37,272.29,1.4846,0.22604,2102577,0,0.69242,0.44155,0.44224,0.31254,0.0023699,0.12664,0.067827,0.10091,3.1898e-4,0,0,0,0,2.3945e-4,8.4956e-4,27,5.7256e-4,80.27,0.05591,NaN,-0.043379,764.69,331.27,0.05,0.057991
7.4319,818.05,73.336,-1.2588,73.703,1.259,60.297,0.015184,60.297,0.014428,7.3493,0.02261,40,-99.999,0.99877,0.38146,-6.3911e-5,8.0701,0.11755,266.5,0,0.0068303,3.4151e-5,313.36,272.29,1.521,0.22413,2084113,0,0.67956,0.44144,0.44164,0.31257,0.0023441,0.12653,0.035327,0.053435,-1.5354e-4,0,0,0,0,3.6806e-4,8.4255e-4,27,5.7256e-4,80.639,0.056989,NaN,-0.067314,764.34,331.26,0.05,0.058174
7.4819,821.7,72.721,-1.2501,73.089,1.2511,60.664,0.015393,60.664,0.014538,7.3318,0.048058,40,-99.999,0.99877,0.14412,-6.3834e-5,-8.3456,0.31678,266.5,0,0.0068303,3.4151e-5,314.09,272.29,1.5482,0.22233,2066633,0,0.66795,0.44134,0.44137,0.31259,0.00232,0.12643,0.013103,0.020712,4.3543e-4,0,0,0,0,-4.0007e-4,8.3557e-4,27,5.7256e-4,81.055,0.054004,NaN,-0.091048,763.99,331.24,0.05,0.058358
7.5319,825.32,72.11,-1.2419,72.478,1.2444,61.03,0.015609,61.03,0.014654,7.3013,0.078296,40,-99.999,0.99877,0.74648,-6.3091e-5,-7.3214,0.065183,266.5,0,0.0068303,3.4151e-5,312.26,272.29,1.4805,0.2206,2049835,0,0.65821,0.44124,0.44199,0.31262,0.0022971,0.12633,0.071063,0.10556,-4.0979e-4,0,0,0,0,-3.1277e-4,8.2861e-4,27,5.7256e-4,81.453,0.047987,NaN,-0.11458,763.64,331.23,0.05,0.05854
7.5819,828.91,71.502,-1.2352,71.87,1.2393,61.394,0.01583,61.394,0.014774,7.2564,0.10105,40,-99.999,0.99876,1.1858,-6.2149e-5,-4.9577,0.046807,266.5,0,0.0068303,3.4151e-5,311.03,272.29,1.4348,0.21883,2032714,0,0.64888,0.44114,0.44298,0.31264,0.0022739,0.12623,0.11658,0.16775,2.3972e-4,0,0,0,0,-1.4576e-4,8.2166e-4,27,5.7256e-4,81.764,0.0378,NaN,-0.13792,763.29,331.22,0.05,0.058722
7.6319,832.47,70.898,-1.229,71.263,1.2352,61.755,0.016056,61.755,0.014896,7.2021,0.12305,40,-99.999,0.99876,1.59,-6.3872e-5,-1.7868,0.042089,266.5,0,0.0068303,3.4151e-5,309.96,272.29,1.3954,0.21714,2016309,0,0.64049,0.44105,0.4443,0.31267,0.0022519,0.12613,0.16089,0.22431,-2.8143e-4,0,0,0,0,-1.9232e-5,8.1473e-4,27,5.7256e-4,81.936,0.02426,NaN,-0.16106,762.95,331.2,0.05,0.058904
7.6819,836,70.297,-1.2251,70.658,1.231,62.114,0.016282,62.114,0.015019,7.1401,0.12036,40,-99.999,0.99876,1.5803,-6.2679e-5,2.015,0.04461,266.5,0,0.0068303,3.4151e-5,309.98,272.29,1.3961,0.2153,1998592,0,0.62923,0.44095,0.44416,0.31269,0.0022282,0.12603,0.15979,0.22301,1.306e-4,0,0,0,0,2.4879e-5,8.0782e-4,27,5.7256e-4,81.93,0.008832,NaN,-0.184,762.61,331.19,0.05,0.059101
7.7319,839.5,69.697,-1.2215,70.056,1.2267,62.469,0.016507,62.469,0.01514,7.0841,0.11251,40,-99.999,0.99876,1.4699,-6.2254e-5,5.3517,0.052804,266.5,0,0.0068303,3.4151e-5,310.26,272.29,1.4064,0.21352,1981398,0,0.61787,0.44085,0.44364,0.31272,0.0022055,0.12593,0.14747,0.20718,-1.4039e-4,0,0,0,0,1.7844e-4,8.0093e-4,27,5.7256e-4,81.745,-0.0049107,NaN,-0.20675,762.27,331.17,0.05,0.059293
7.7819,842.97,69.099,-1.218,69.455,1.2226,62.822,0.016728,62.822,0.015256,7.0303,0.1061,40,-99.999,0.99876,1.3663,-6.309e-5,8.5021,0.060034,266.5,0,0.0068303,3.4151e-5,310.53,272.29,1.4162,0.21186,1965277,0,0.60736,0.44076,0.44318,0.31274,0.0021844,0.12583,0.13606,0.19206,2.2762e-4,0,0,0,0,4.5751e-4,7.9408e-4,27,5.7256e-4,81.397,-0.015121,NaN,-0.22931,761.94,331.16,0.05,0.059475
7.8319,846.41,68.502,-1.2153,68.857,1.2188,63.172,0.016943,63.172,0.015367,6.9814,0.091862,40,-99.999,0.99876,1.1048,-6.44e-5,11.211,0.075598,266.5,0,0.0068303,3.4151e-5,311.22,272.29,1.442,0.21019,1949164,0,0.59634,0.44067,0.44227,0.31276,0.0021635,0.12574,0.10796,0.15455,-4.4498e-4,0,0,0,0,8.0825e-4,7.8724e-4,27,5.7256e-4,80.902,-0.019481,NaN,-0.25167,761.61,331.15,0.05,0.059664
7.8819,849.82,67.907,-1.2145,68.261,1.2163,63.52,0.017152,63.52,0.015471,6.9418,0.066938,40,-99.999,0.99876,0.60408,-6.4303e-5,13.081,0.14662,266.5,0,0.0068303,3.4151e-5,312.64,272.29,1.4945,0.20844,1932342,0,0.58463,0.44057,0.44106,0.31278,0.0021418,0.12565,0.056882,0.083563,1.2652e-4,0,0,0,0,0.0011189,7.8044e-4,27,5.7256e-4,80.29,-0.01979,NaN,-0.27383,761.28,331.13,0.05,0.059848
7.9319,853.2,67.311,-1.2151,67.665,1.2157,63.867,0.017356,63.867,0.01557,6.916,0.038262,40,-99.999,0.99876,0.047108,-6.4636e-5,-13.538,1.86,266.5,0,0.0068303,3.4151e-5,314.35,272.29,1.5578,0.20664,1914995,0,0.57355,0.44048,0.44048,0.31281,0.0021195,0.12555,0.0042491,0.0077506,-2.0569e-4,0,0,0,0,-0.0012196,7.7367e-4,27,5.7256e-4,79.616,-0.016673,NaN,-0.29581,760.96,331.12,0.05,0.060032
7.9819,856.55,66.715,-1.2159,67.071,1.216,64.212,0.017554,64.212,0.015663,6.9034,0.015545,40,-99.999,0.99876,0.58868,-6.4639e-5,-12.945,0.14244,266.5,0,0.0068303,3.4151e-5,312.67,272.29,1.4957,0.2049,1898280,0,0.56417,0.44039,0.44085,0.31283,0.0020984,0.12546,0.055364,0.0843,3.8127e-4,0,0,0,0,-0.0011341,7.6691e-4,27,5.7256e-4,78.946,-0.010091,NaN,-0.31759,760.63,331.11,0.05,0.060213
8.0319,859.87,66.119,-1.2171,66.478,1.2171,64.557,0.017748,64.557,0.015752,6.9007,0.0051328,40,-99.999,0.99876,1.0642,-6.3692e-5,-11.269,0.076342,266.5,0,0.0068303,3.4151e-5,311.31,272.29,1.4454,0.20316,1881600,0,0.5556,0.44029,0.44178,0.31285,0.0020774,0.12537,0.10368,0.15056,-3.4049e-4,0,0,0,0,-8.7437e-4,7.6017e-4,27,5.7256e-4,78.337,-0.001683,NaN,-0.33917,760.31,331.09,0.05,0.060392
8.0819,863.16,65.522,-1.2168,65.885,1.2169,64.903,0.01794,64.903,0.015837,6.9068,0.016753,40,-99.999,0.99875,1.3407,-6.3307e-5,-8.8002,0.052887,266.5,0,0.0068303,3.4151e-5,310.56,272.29,1.4176,0.20149,1865497,0,0.54718,0.44021,0.44254,0.31287,0.0020574,0.12528,0.13325,0.18984,2.0709e-4,0,0,0,0,-5.4216e-4,7.5345e-4,27,5.7256e-4,77.833,0.0080259,NaN,-0.36056,760,331.08,0.05,0.060575
8.1319,866.42,64.925,-1.2154,65.293,1.2157,65.248,0.018131,65.248,0.015921,6.9166,0.024043,40,-99.999,0.99875,1.5213,-6.428e-5,-6.0098,0.041736,266.5,0,0.0068303,3.4151e-5,310.09,272.29,1.4,0.19979,1849203,0,0.53846,0.44012,0.4431,0.31289,0.0020373,0.12519,0.15315,0.21442,9.7828e-5,0,0,0,0,-2.5718e-4,7.4674e-4,27,5.7256e-4,77.461,0.017683,NaN,-0.38176,759.68,331.07,0.05,0.060758
8.1819,869.66,64.329,-1.2168,64.702,1.2176,65.594,0.018324,65.594,0.016006,6.932,0.043981,40,-99.999,0.99875,1.9424,-6.3926e-5,-2.776,0.039798,266.5,0,0.0068303,3.4151e-5,309.03,272.29,1.361,0.19783,1830506,0,0.52976,0.44002,0.4448,0.31292,0.0020143,0.12509,0.20134,0.27454,-9.3198e-5,0,0,0,0,-5.5971e-5,7.4005e-4,27,5.7256e-4,77.239,0.02722,NaN,-0.40276,759.37,331.05,0.05,0.061024
8.2319,872.86,63.733,-1.2158,64.111,1.217,65.941,0.018521,65.941,0.016093,6.9576,0.055269,40,-99.999,0.99875,2.1823,-6.3366e-5,1.2064,0.041905,266.5,0,0.0068303,3.4151e-5,308.46,272.29,1.3397,0.19588,1811845,0,0.52039,0.43992,0.44589,0.31294,0.0019916,0.12499,0.2299,0.30816,1.2656e-4,0,0,0,0,1.0784e-5,7.3337e-4,27,5.7256e-4,77.198,0.036679,NaN,-0.42357,759.06,331.04,0.049105,0.061211
8.2811,875.97,63.149,-1.2099,63.533,1.2109,66.284,0.018721,66.284,0.016183,6.9833,0.048846,40,-99.999,0.99875,2.0649,-6.432e-5,5.108,0.04575,266.5,0,0.0068303,3.4151e-5,308.73,272.29,1.3497,0.19406,1794537,0,0.50981,0.43983,0.4452,0.31296,0.0019708,0.1249,0.21582,0.29118,-4.797e-4,0,0,0,0,1.9696e-4,7.2683e-4,27,5.7256e-4,77.354,0.04495,NaN,-0.44382,758.76,331.03,0.05,0.061393
8.3311,879.12,62.557,-1.2004,62.948,1.2007,66.633,0.018932,66.633,0.016279,7.003,0.028901,40,-99.999,0.99875,1.6459,-6.6122e-5,8.5259,0.055044,266.5,0,0.0068303,3.4151e-5,309.75,272.29,1.3875,0.1923,1777704,0,0.49817,0.43974,0.44321,0.31299,0.0019508,0.12481,0.16712,0.23167,1.6607e-4,0,0,0,0,5.5888e-4,7.2021e-4,27,5.7256e-4,77.699,0.052092,NaN,-0.46425,758.46,331.02,0.05,0.061599
8.3811,882.23,61.972,-1.1887,62.367,1.1887,66.984,0.019151,66.984,0.016382,7.0101,0.002567,40,-99.999,0.99875,0.91088,-6.6243e-5,10.848,0.095227,266.5,0,0.0068303,3.4151e-5,311.7,272.29,1.4598,0.19066,1762028,0,0.48681,0.43966,0.44076,0.31301,0.0019323,0.12473,0.087729,0.12734,1.9575e-4,0,0,0,0,9.2039e-4,7.1362e-4,27,5.7256e-4,78.189,0.056905,NaN,-0.48449,758.16,331.01,0.05,0.061783
8.4311,885.31,61.391,-1.1784,61.789,1.1789,67.334,0.019379,67.334,0.01649,7.0008,0.033964,40,-99.999,0.99875,0.063929,-6.6308e-5,11.602,1.3281,266.5,0,0.0068303,3.4151e-5,314.24,272.29,1.5538,0.18906,1746729,0,0.47722,0.43959,0.43959,0.31302,0.0019145,0.12465,0.005772,0.0078068,4.6914e-4,0,0,0,0,0.0010709,7.0706e-4,27,5.7256e-4,78.758,0.059248,NaN,-0.50453,757.86,330.99,0.05,0.061968
8.4811,888.37,60.816,-1.17,61.215,1.1717,67.684,0.019614,67.684,0.016604,6.9771,0.063102,40,-99.999,0.99875,0.76255,-6.6455e-5,-11.066,0.11307,266.5,0,0.0068303,3.4151e-5,312.12,272.29,1.4751,0.18746,1731422,0,0.46972,0.43951,0.44028,0.31304,0.0018968,0.12457,0.072635,0.10814,-2.1597e-4,0,0,0,0,-9.9098e-4,7.0052e-4,27,5.7256e-4,79.332,0.058403,NaN,-0.52439,757.57,330.98,0.05,0.062165
8.5311,891.39,60.244,-1.1628,60.642,1.1664,68.032,0.019856,68.032,0.016723,6.939,0.091889,40,-99.999,0.99875,1.5089,-6.6653e-5,-9.126,0.059491,266.5,0,0.0068303,3.4151e-5,310.08,272.29,1.3998,0.18586,1716149,0,0.46375,0.43943,0.44236,0.31306,0.0018793,0.12449,0.15173,0.21322,8.4098e-5,0,0,0,0,-6.8566e-4,6.9399e-4,27,5.7256e-4,79.842,0.05429,NaN,-0.54406,757.28,330.97,0.05,0.062351
8.5811,894.39,59.675,-1.1581,60.071,1.1628,68.377,0.020104,68.377,0.016846,6.8895,0.10385,40,-99.999,0.99874,1.8434,-6.8213e-5,-6.2292,0.04706,266.5,0,0.0068303,3.4151e-5,309.24,272.29,1.3686,0.18408,1699201,0,0.45606,0.43935,0.44366,0.31308,0.0018601,0.12441,0.18974,0.25973,1.5566e-4,0,0,0,0,-3.2569e-4,6.8747e-4,27,5.7256e-4,80.228,0.046614,NaN,-0.56355,756.99,330.96,0.05,0.062533
8.6311,897.36,59.108,-1.1535,59.502,1.1595,68.721,0.020356,68.721,0.016972,6.8366,0.1175,40,-99.999,0.99874,2.1999,-6.9705e-5,-3.0351,0.040931,266.5,0,0.0068303,3.4151e-5,308.38,272.29,1.3369,0.18242,1683381,0,0.44937,0.43927,0.44532,0.3131,0.0018422,0.12433,0.23199,0.31045,-4.1948e-4,0,0,0,0,-7.8744e-5,6.8097e-4,27,5.7256e-4,80.462,0.036448,NaN,-0.58285,756.7,330.95,0.05,0.062716
8.6811,900.3,58.544,-1.1504,58.934,1.1563,69.061,0.02061,69.061,0.017099,6.7771,0.11717,40,-99.999,0.99874,2.2462,-7.04e-5,0.65089,0.042292,266.5,0,0.0068303,3.4151e-5,308.27,272.29,1.3328,0.18067,1666804,0,0.44081,0.43919,0.44548,0.31312,0.0018237,0.12424,0.2376,0.31619,-2.6001e-4,0,0,0,0,3.6919e-6,6.7448e-4,27,5.7256e-4,80.521,0.024009,NaN,-0.60197,756.42,330.93,0.05,0.062899
8.7311,903.22,57.98,-1.1486,58.368,1.1531,69.398,0.020865,69.398,0.017226,6.7233,0.10226,40,-99.999,0.99874,1.9558,-7.0882e-5,3.9374,0.045656,266.5,0,0.0068303,3.4151e-5,308.95,272.29,1.358,0.17883,1649321,0,0.43019,0.4391,0.44393,0.31314,0.0018044,0.12416,0.20285,0.27541,-4.7236e-4,0,0,0,0,1.3791e-4,6.6801e-4,27,5.7256e-4,80.405,0.011436,NaN,-0.62091,756.14,330.92,0.05,0.063082
8.7811,906.1,57.417,-1.1465,57.804,1.1501,69.733,0.021119,69.733,0.017352,6.6764,0.091213,40,-99.999,0.99874,1.7226,-7.1674e-5,6.7102,0.053672,266.5,0,0.0068303,3.4151e-5,309.52,272.29,1.379,0.17712,1633117,0,0.42079,0.43903,0.44281,0.31316,0.0017867,0.12408,0.1758,0.24241,-2.1197e-4,0,0,0,0,4.0833e-4,6.6157e-4,27,5.7256e-4,80.137,1.6798e-4,NaN,-0.63966,755.86,330.91,0.05,0.063265
8.8311,908.96,56.856,-1.1438,57.241,1.1471,70.066,0.021369,70.066,0.017474,6.6332,0.086624,40,-99.999,0.99874,1.6234,-7.0263e-5,9.1834,0.063347,266.5,0,0.0068303,3.4151e-5,309.77,272.29,1.3881,0.17559,1618506,0,0.41293,0.43896,0.44233,0.31318,0.0017709,0.12401,0.16453,0.22791,-2.6449e-4,0,0,0,0,7.7829e-4,6.5515e-4,27,5.7256e-4,79.738,-0.0086232,NaN,-0.65823,755.59,330.9,0.05,0.063446
8.8811,911.79,56.295,-1.1422,56.68,1.1446,70.397,0.021616,70.397,0.017593,6.5928,0.074833,40,-99.999,0.99874,1.3242,-6.9857e-5,11.411,0.080935,266.5,0,0.0068303,3.4151e-5,310.53,272.29,1.4166,0.174,1603465,0,0.40429,0.43889,0.44116,0.3132,0.0017548,0.12394,0.1314,0.1851,-1.43e-4,0,0,0,0,0.0012238,6.4875e-4,27,5.7256e-4,79.222,-0.014148,NaN,-0.67661,755.32,330.89,0.05,0.063636
8.9311,914.59,55.735,-1.1418,56.12,1.1432,70.726,0.021857,70.726,0.017707,6.5605,0.05665,40,-99.999,0.99874,0.81175,-6.912e-5,12.952,0.134,266.5,0,0.0068303,3.4151e-5,311.94,272.29,1.4685,0.17234,1587735,0,0.39515,0.43881,0.43969,0.31321,0.001738,0.12386,0.077587,0.11198,5.2523e-5,0,0,0,0,0.0016072,6.4237e-4,27,5.7256e-4,78.609,-0.016199,NaN,-0.69482,755.05,330.88,0.05,0.063819
8.9811,917.36,55.176,-1.1413,55.561,1.1421,71.053,0.022095,71.053,0.017817,6.5366,0.042871,40,-99.999,0.99874,0.37014,-6.8928e-5,13.735,0.28786,266.5,0,0.0068303,3.4151e-5,313.23,272.29,1.5166,0.17076,1572786,0,0.38714,0.43874,0.43893,0.31323,0.0017223,0.12379,0.034214,0.04977,1.7281e-5,0,0,0,0,0.0018411,6.3601e-4,27,5.7256e-4,77.939,-0.015242,NaN,-0.71284,754.78,330.87,0.05,0.064002
9.0311,920.11,54.616,-1.1407,55.004,1.1412,71.379,0.022327,71.379,0.017922,6.5182,0.032233,40,-99.999,0.99874,0.018228,-6.8933e-5,-12.811,5.5727,266.5,0,0.0068303,3.4151e-5,314.33,272.29,1.5573,0.16924,1558346,0,0.37992,0.43868,0.43868,0.31325,0.0017073,0.12372,0.0016393,0.0037344,-1.861e-4,0,0,0,0,-0.0016307,6.2967e-4,27,5.7256e-4,77.244,-0.011413,NaN,-0.73068,754.52,330.86,0.05,0.064188
9.0811,922.82,54.057,-1.141,54.447,1.1412,71.705,0.022557,71.705,0.018024,6.5052,0.01959,40,-99.999,0.99874,0.48223,-6.9083e-5,-13.633,0.19778,266.5,0,0.0068303,3.4151e-5,312.89,272.29,1.5037,0.16766,1543427,0,0.37295,0.43861,0.43892,0.31326,0.0016919,0.12365,0.044958,0.069407,2.8585e-4,0,0,0,0,-0.0018818,6.2335e-4,27,5.7256e-4,76.552,-0.005189,NaN,-0.74834,754.25,330.85,0.05,0.064525
9.1311,925.51,53.497,-1.1425,53.89,1.1425,72.03,0.022783,72.03,0.018123,6.4993,0.0040558,40,-99.999,0.99873,1.024,-6.9136e-5,-12.624,0.089554,266.5,0,0.0068303,3.4151e-5,311.32,272.29,1.4459,0.16601,1527820,0,0.36634,0.43854,0.43992,0.31328,0.0016759,0.12358,0.099413,0.14565,-3.8797e-4,0,0,0,0,-0.0016458,6.1704e-4,27,5.7256e-4,75.892,0.001982,NaN,-0.76582,754,330.83,0.05,0.064854
9.1811,928.17,52.936,-1.1456,53.334,1.1457,72.355,0.023008,72.355,0.018219,6.5018,0.016003,40,-99.999,0.99873,1.681,-6.9263e-5,-10.87,0.05718,266.5,0,0.0068303,3.4151e-5,309.59,272.29,1.3817,0.16423,1511056,0,0.36017,0.43847,0.44207,0.3133,0.0016589,0.12351,0.17103,0.23753,-2.265e-4,0,0,0,0,-0.001247,6.1073e-4,27,5.7256e-4,75.302,0.0099294,NaN,-0.78312,753.74,330.82,0.05,0.06516
9.2311,930.8,52.374,-1.1478,52.777,1.1482,72.68,0.023232,72.68,0.018315,6.514,0.030994,40,-99.999,0.99873,2.1661,-6.9013e-5,-8.3386,0.047211,266.5,0,0.0068303,3.4151e-5,308.42,272.29,1.3381,0.16249,1494651,0,0.35419,0.43839,0.44425,0.31332,0.0016424,0.12343,0.22784,0.30566,4.1444e-4,0,0,0,0,-7.4966e-4,6.0444e-4,27,5.7256e-4,74.819,0.018231,NaN,-0.80023,753.49,330.81,0.05,0.065431
9.2811,933.41,51.811,-1.1467,52.221,1.1473,73.006,0.023458,73.006,0.01841,6.5307,0.034942,40,-99.999,0.99873,2.3237,-6.9172e-5,-5.471,0.038062,266.5,0,0.0068303,3.4151e-5,308.05,272.29,1.3245,0.16087,1479395,0,0.34766,0.43833,0.44503,0.31333,0.0016273,0.12336,0.24701,0.32714,6.4365e-5,0,0,0,0,-3.2925e-4,5.9815e-4,27,5.7256e-4,74.473,0.026223,NaN,-0.81716,753.23,330.8,0.05,0.065679
9.3311,935.99,51.249,-1.1467,51.666,1.1475,73.333,0.023687,73.333,0.018507,6.5489,0.043134,40,-99.999,0.99873,2.5976,-6.8601e-5,-2.5042,0.034908,266.5,0,0.0068303,3.4151e-5,307.43,272.29,1.3016,0.15909,1462588,0,0.34101,0.43825,0.44652,0.31335,0.0016107,0.12329,0.28117,0.36588,3.2227e-4,0,0,0,0,-7.0545e-5,5.9188e-4,27,5.7256e-4,74.273,0.033516,NaN,-0.83391,752.99,330.79,0.05,0.065927
9.3811,938.53,50.687,-1.1452,51.111,1.1462,73.661,0.023919,73.661,0.018605,6.572,0.047883,40,-99.999,0.99873,2.7667,-6.7775e-5,0.77673,0.033927,266.5,0,0.0068303,3.4151e-5,307.06,272.29,1.2878,0.15727,1445497,0,0.33386,0.43818,0.44749,0.31337,0.0015941,0.12322,0.30278,0.38956,3.1381e-4,0,0,0,0,6.9453e-6,5.8562e-4,27,5.7256e-4,74.229,0.039957,NaN,-0.85047,752.74,330.78,0.05,0.066171
9.4311,941.05,50.126,-1.1403,50.558,1.1411,73.991,0.024157,73.991,0.018707,6.5945,0.042385,40,-99.999,0.99873,2.6272,-6.9432e-5,3.9813,0.03454,266.5,0,0.0068303,3.4151e-5,307.36,272.29,1.2989,0.15554,1429319,0,0.32581,0.43811,0.44656,0.31339,0.0015785,0.12315,0.28491,0.37014,-3.2475e-4,0,0,0,0,1.8655e-4,5.7938e-4,27,5.7256e-4,74.349,0.045493,NaN,-0.86685,752.5,330.77,0.05,0.066354
9.4811,943.55,49.569,-1.1311,50.008,1.1313,74.321,0.024401,74.321,0.018811,6.6115,0.022988,40,-99.999,0.99873,2.0269,-6.9116e-5,6.7353,0.040817,266.5,0,0.0068303,3.4151e-5,308.73,272.29,1.3496,0.15403,1415036,0,0.31699,0.43805,0.44321,0.3134,0.001565,0.12308,0.21117,0.2845,-4.3171e-4,0,0,0,0,5.445e-4,5.7316e-4,27,5.7256e-4,74.62,0.05001,NaN,-0.88305,752.26,330.76,0.05,0.066534
9.5311,946.01,49.017,-1.1229,49.462,1.1229,74.651,0.024651,74.651,0.01892,6.6178,0.0063422,40,-99.999,0.99873,1.4458,-6.8581e-5,8.626,0.053155,266.5,0,0.0068303,3.4151e-5,310.17,272.29,1.403,0.15244,1400108,0,0.30861,0.43799,0.44068,0.31342,0.001551,0.12302,0.14467,0.20178,4.7964e-4,0,0,0,0,9.1186e-4,5.6698e-4,27,5.7256e-4,75.007,0.053334,NaN,-0.89907,752.02,330.75,0.05,0.066715
9.5811,948.45,48.468,-1.1155,48.918,1.1155,74.982,0.024907,74.982,0.019032,6.6175,0.0091033,40,-99.999,0.99873,0.83621,-6.8967e-5,9.9099,0.088651,266.5,0,0.0068303,3.4151e-5,311.82,272.29,1.464,0.15083,1384982,0,0.30077,0.43793,0.43885,0.31343,0.0015369,0.12296,0.080044,0.11558,-1.9088e-4,0,0,0,0,0.0012294,5.6082e-4,27,5.7256e-4,75.473,0.055001,NaN,-0.91491,751.79,330.74,0.05,0.066899
9.6311,950.86,47.923,-1.1088,48.376,1.1091,75.313,0.025169,75.313,0.019148,6.6092,0.023965,40,-99.999,0.99873,0.16796,-6.9259e-5,10.419,0.43781,266.5,0,0.0068303,3.4151e-5,313.81,272.29,1.5379,0.14924,1.37e6,0,0.29373,0.43787,0.4379,0.31345,0.0015232,0.1229,0.015279,0.022221,-5.0175e-4,0,0,0,0,0.0013881,5.5469e-4,27,5.7256e-4,75.985,0.055289,NaN,-0.93058,751.56,330.73,0.05,0.06708
9.6811,953.24,47.38,-1.104,47.837,1.1044,75.643,0.025436,75.643,0.019267,6.5948,0.03282,40,-99.999,0.99873,0.29741,-6.925e-5,-10.311,0.23752,266.5,0,0.0068303,3.4151e-5,313.4,272.29,1.5228,0.14752,1353935,0,0.28692,0.4378,0.43792,0.31346,0.0015085,0.12283,0.027328,0.04261,2.1823e-4,0,0,0,0,-0.0013915,5.4857e-4,27,5.7256e-4,76.505,0.054186,NaN,-0.94606,751.33,330.73,0.05,0.067261
9.7311,955.6,46.84,-1.0999,47.3,1.1006,75.973,0.025708,75.973,0.019388,6.5772,0.039092,40,-99.999,0.99873,0.64297,-6.9338e-5,-9.8215,0.10254,266.5,0,0.0068303,3.4151e-5,312.36,272.29,1.4842,0.14574,1337318,0,0.2802,0.43774,0.43828,0.31348,0.0014935,0.12276,0.06066,0.090989,-1.7272e-4,0,0,0,0,-0.0012936,5.4246e-4,27,5.7256e-4,77.01,0.051447,NaN,-0.96138,751.1,330.72,0.05,0.067445
9.7811,957.92,46.302,-1.0969,46.764,1.0976,76.301,0.025983,76.301,0.019511,6.5572,0.041029,40,-99.999,0.99872,0.80336,-6.9429e-5,-9.0564,0.068561,266.5,0,0.0068303,3.4151e-5,311.89,272.29,1.467,0.14388,1.32e6,0,0.27316,0.43767,0.43852,0.3135,0.0014781,0.12269,0.076705,0.11374,1.6979e-4,0,0,0,0,-0.0011286,5.3637e-4,27,5.7256e-4,77.483,0.04706,NaN,-0.97651,750.88,330.71,0.05,0.067651
9.8311,960.23,45.765,-1.0927,46.229,1.0939,76.628,0.026261,76.628,0.019636,6.5357,0.050899,40,-99.999,0.99872,1.2847,-6.9272e-5,-8.1177,0.043744,266.5,0,0.0068303,3.4151e-5,310.57,272.29,1.4178,0.14224,1304661,0,0.26765,0.43761,0.43974,0.31351,0.0014646,0.12263,0.12705,0.18117,4.1037e-4,0,0,0,0,-9.2777e-4,5.303e-4,27,5.7256e-4,77.914,0.04141,NaN,-0.99147,750.65,330.7,0.05,0.067835
